NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
53,220,22,CSL BEHRING L.L.C.,Active,HEMGENIX (106-110kg Kit),2,125772,S,1,N,11/22/2022,11/6/2023,EA,1.0,NR,Y,,11/6/2023,,,11/15/2023
69,274,30,PFIZER LABORATORIES DIV PFIZER INC,Active,VELSIPITY 2MG TFC 1X30 PBTL US,3,216956,S,1,N,10/12/2023,11/6/2023,TAB,1.0,NR,N,,11/6/2023,,,11/17/2023
69,5317,20,PFIZER LABORATORIES DIV PFIZER INC,Active,PAXLOVID 150/100MGTFC 10X1/1 BLS EXCN US,3,217188,S,1,N,5/25/2023,11/1/2023,EA,1.0,NR,N,,11/1/2023,,,11/17/2023
69,5321,30,PFIZER LABORATORIES DIV PFIZER INC,Active,PAXLOVID 150/100MG TFC 10X2/1BLS EXCN US,3,217188,S,1,N,5/25/2023,11/1/2023,EA,1.0,NR,N,,11/1/2023,,,11/17/2023
264,1945,10,B. BRAUN MEDICAL INC.,Active,BALANCED SALT SOLUTION (STERILE IRRIGATING SOLUTION),1,91387,N,1,N,2/3/2010,2/5/2010,ML,500.0,AT,N,9/20/2022,9/20/2022,,,11/13/2023
21922,53,51,ENCUBE ETHICALS PVT. LTD.,Active,Ciclopirox 8% TS,1,77687,N,1,N,9/18/2007,3/1/2023,ML,6.6,AT,N,3/1/2023,3/1/2023,,,11/16/2023
33342,533,32,MACLEODS PHARMACEUTICALS LIMITED,Active,Levofloxacin Tablets 750mg,1,200839,N,1,N,3/22/2012,5/1/2013,TAB,20.0,AB,N,10/4/2023,10/4/2023,,,11/17/2023
39328,530,16,"PATRIN PHARMA, INC.",Active,Amantadine Hydrochloride,1,214178,N,1,N,8/20/2021,10/31/2023,ML,473.0,AA,N,,10/31/2023,,,11/16/2023
45802,650,75,PADAGIS ISRAEL PHARMACEUTICALS LTD.,Active,"LORATADINE TABLETS, 10MG 90's",1,76301,N,2,N,10/28/2008,10/28/2008,TAB,1.0,NR,N,,10/28/2008,,,11/16/2023
50474,780,79,"UCB, INC.",Active,Bimzelx 2 x 160mg/mL PFS Safety Syringe,2,761151,S,1,N,10/17/2023,11/13/2023,ML,2.0,NR,Y,,11/13/2023,,,11/17/2023
50474,781,85,"UCB, INC.",Active,Bimzelx 2 x 160mg/mL Auto-Injector Pen,2,761151,S,1,N,10/17/2023,11/13/2023,ML,2.0,NR,Y,,11/13/2023,,,11/17/2023
51167,785,1,"VERTEX PHARMACEUTICALS, INC.",Active,"KALYDECO (ivacaftor, 5.8mg)",3,207925,S,1,Y,5/3/2023,11/8/2023,EA,56.0,NR,N,,11/8/2023,,,11/16/2023
59088,214,3,PURETEK CORPORATION,Active,Salicate ,12,,N,1,N,10/16/2023,10/16/2023,ML,30.0,AT,N,,10/16/2023,,,11/15/2023
59088,308,3,PURETEK CORPORATION,Active,Lidotral 5% with Menthol,12,,N,1,N,10/6/2023,10/6/2023,ML,30.0,AT,N,,10/6/2023,,,11/15/2023
